id_obj,disposition,pl_rade,pl_eqt,pl_orbper,st_teff,st_rad,st_logg,st_tmag,ra,dec,st_dist
1052.01,CONFIRMED,3.0629855,1006.993283,9.139804,5958.2,1.58,4.34,9.0197,337.510274,-75.646561,129.804
1054.01,CONFIRMED,2.43432,853,15.5077855,6122,1.17,4.30881,8.4362,302.114174,-54.317501,88.4343
1055.01,CONFIRMED,3.5766828,689.3568807,17.4713078,5783.54,0.974669,4.49925,8.0888,293.286615,-54.532728,57.2651
1056.01,CANDIDATE,3.0486928,1263.986113,5.3079507,6124.3,1.36963,4.38,9.6663,339.258703,-76.917605,168.354
1057.01,CANDIDATE,2.9366826,466.7322968,51.1701501,5599,0.943356,4.46138,9.4091,127.996917,-78.407564,98.2855
1058.01,CANDIDATE,12.8402271,1518.237249,11.1296441,5785,3.4475601,4.344,9.3781,288.911772,-31.790813,338.831
1059.01,CANDIDATE,17.0216,694,9.4496506,5509,0.94,4.39758,9.7825,269.714503,-60.922727,98.8783
106.01,CONFIRMED,16.3869,1864,2.8493825,6900,1.77,4.438,10.3157,68.959816,-64.027039,364.411
1060.01,CANDIDATE,3.89739,619,2.0685633,5687.9,1.14,4.6,9.6652,299.290995,-48.934476,128.491
1062.01,CONFIRMED,2.30057,826,4.1150576,5394,0.89,4.50942,9.478,38.120968,-78.023683,82.1733
1063.01,CANDIDATE,2.7272824,694.1792631,10.0665238,5552,0.791742,4.61783,9.0689,230.555493,-83.056214,61.1201
1064.01,CONFIRMED,2.460344,712.2812841,6.4438657,4803,0.737189,4.52079,10.0059,296.003935,-47.56203,68.0726
1064.02,CONFIRMED,2.6014766,575.3502049,12.2265595,4803,0.737189,4.52079,10.0059,296.003935,-47.56203,68.0726
1067.01,CONFIRMED,9.4995191,890.5622134,3.1316735,4351,0.76701,4.438,13.1686,288.672005,-59.57935,263.609
1069.01,CONFIRMED,14.4339,1461,2.9776446,5703,1.22,4.25824,10.4293,289.479212,-32.860124,197.996
107.01,CONFIRMED,20.5357,1570,3.9502008,6153,1.71,4.18077,9.6433,313.783239,-34.135751,211.211
1071.01,CONFIRMED,13.200677,1214.987644,3.5544026,5639,1.11499,4.37172,11.5803,280.184169,-58.459388,290.198
1072.01,FALSE POSITIVE,25.4886382,1225,12.8379689,5765,2.4494,4.34773,11.7106,75.627307,-72.913998,703.878
1073.01,CONFIRMED,13.3368705,788.0973496,3.9228016,4444,0.6983,4.438,13.6699,287.484402,-49.664942,300.67
1074.01,CANDIDATE,2.4233421,587.1759148,13.9428705,5206,0.741671,4.63095,10.6339,310.761004,-72.010267,107.356
1075.01,CONFIRMED,1.8625587,1222.59731,0.6047392,4046,0.580337,4.60963,11.1186,309.971209,-65.449699,61.4592
1076.01,CONFIRMED,12.9171288,1337.864515,2.5495611,5659,1.03997,4.44653,11.2474,294.633694,-55.330269,248.46
1077.01,CANDIDATE,12.6436029,1374.801814,1.6062693,5192,0.984326,4.4617,13.461,173.810798,-88.096213,463.683
1078.01,CONFIRMED,1.3485121,1019.329598,0.5182425,3325,0.390989,4.88693,10.1165,306.928646,-56.462287,20.373
1079.01,CANDIDATE,14.8814743,1747.949001,3.1644075,6519,1.7234,4.22068,13.1284,283.119492,-55.387928,1179.27
108.01,CONFIRMED,12.1086799,1075.318454,3.0440541,5523,0.809868,4.52192,13.163,316.96148,-26.09672,421.855
1080.01,CANDIDATE,1.2305102,386.6684768,3.9652485,3296,0.199988,4.96636,12.7067,276.368325,-52.214573,25.559
1082.01,CANDIDATE,3.5059571,441.7489067,16.3469053,4310,0.649613,4.57345,11.8835,83.275809,-80.815478,100.248
1083.01,CANDIDATE,2.4241912,376.2093904,12.9802953,3614,0.491323,4.81257,12.0936,296.822194,-87.32281,68.9109
1084.01,CONFIRMED,15.8824638,1839.671304,1.3484961,6346,1.14759,4.38484,12.2851,268.890707,-61.7474,494.182
1086.01,CANDIDATE,14.6986197,1689.411619,3.7178828,5818,2.0840001,4.33787,12.2303,305.56982,-88.568495,736.397
1087.01,FALSE POSITIVE,14.2968,1067,9.30992,6907,3.09,3.63,9.4142,238.001011,-76.49349,416.25
1088.01,REFUTED,5.48364,2148,1.15395,6093,1.4,4.2,10.4613,272.311383,-76.300955,240.901
1089.01,FALSE POSITIVE,25.7144,4243,4.73703,11600,2.48,4.13,10.3918,228.84306,-52.885989,778.127
109.01,CONFIRMED,12.2867389,1209.574123,2.76676,5346,0.984866,4.48823,13.2366,313.215475,-25.687376,513.011
1090.01,FALSE POSITIVE,22.7769,3722,2.19296,7009.8,2.95,3.6,10.0196,242.016315,-68.588832,566.502
1091.01,CANDIDATE,15.0024,4175,1.725841,7348,2.39,3.9,9.3529,222.101134,-56.025931,321.671
1092.01,FALSE POSITIVE,30.666,3958,1.1923,6534,2.04,3.95,9.0039,217.022882,-64.634285,209.919
1094.01,CANDIDATE,9.08382,1760,0.5971314,7710,2.28,3.98,9.9806,230.498827,-53.819601,426.003
1095.01,CANDIDATE,13.7339261,2962.241804,1.4821386,7066,2.6647301,3.78,10.4291,133.968965,-75.926187,582.521
1096.01,FALSE POSITIVE,5.7349089,3430.762244,0.9209526,6553,2.8908899,3.65,10.11,133.826684,-73.173308,490.288
1097.01,CONFIRMED,2.16591,786,9.188506,5876,0.98,4.48,8.7215,189.775859,-74.57402,79.5561
1097.02,CONFIRMED,2.6136848,756.6987586,13.9028391,5876,0.983215,4.48,8.7215,189.775859,-74.57402,79.5561
1098.01,CONFIRMED,3.0538057,957.1991659,10.1826983,6153,1.14582,4.34814,8.7581,192.589285,-88.121111,105.096
1099.01,CONFIRMED,2.56374,853,6.441006,4867,0.8,4.438,7.3661,328.718171,-77.338802,23.606
110.01,CONFIRMED,14.9172256,1320.651823,3.1743504,5943,1.15706,4.42524,11.6714,5.618525,-59.942589,342.14
1100.01,FALSE POSITIVE,4.0506906,736.1368293,20.0731588,6033,1.14849,4.37,10.5135,9.126138,-83.567067,205.43
1101.01,FALSE POSITIVE,9.36823,1268,2.66903,5803.5,1.56,4.07,10.5891,319.551469,-77.529113,262.794
1102.01,FALSE POSITIVE,2.75375,610,6.63371,4138.1,0.63,4.54,10.5652,263.003209,-76.858265,58.0624
1104.01,FALSE POSITIVE,4.7531892,846.173434,341.2811281,6058.6,1.39203,4.2,7.5622,279.721286,-85.709137,70.0154
1105.01,CANDIDATE,2.90726,594,10.8680523,4664,0.76,4.55,10.2809,146.053969,-89.471513,79.5225
1107.01,CONFIRMED,13.898174,1617.82673,4.0782392,6501,1.74836,4.08,10.0068,155.607863,-82.218869,281.314
1109.01,FALSE POSITIVE,8.46404,1505,7.04083,5317,0.91,4.49,9.7906,30.198486,-77.610376,102.238
111.01,CONFIRMED,13.086872,1308.041753,2.1061569,5380,0.940697,4.4337,13.183,0.774487,-62.469317,508.842
1110.01,FALSE POSITIVE,11.1276,1899,2.4545635,6610,1.64,4.15,9.6789,286.791829,-58.697242,243.838
1111.01,FALSE POSITIVE,14.1098,512,11.4756978,7262,2.13,4,9.3871,291.373783,-60.941042,312.461
1112.01,FALSE POSITIVE,4.92567,1680,2.78186,6819,2.21,3.92,9.5162,163.628917,-87.269735,292.085
1113.01,FALSE POSITIVE,4.59203,471,6.4410082,3469,0.53,4.71,9.66865,328.710839,-77.337433,23.8853
1115.01,CANDIDATE,15.8858,1571,4.45199,6708.3,1.57,4.2,10.526,283.301843,-54.910806,359.215
1116.01,CANDIDATE,2.3107394,971.6657708,5.0100708,5551,0.906282,4.46214,9.5268,27.699972,-75.848774,94.4178
1117.01,CANDIDATE,2.56778,1434,2.2281625,5731,1.02,4.43,10.4055,273.602061,-66.419974,167.598
1119.01,CANDIDATE,23.9726,1389,10.95663,6456,2.07,3.92,10.5024,292.604815,-46.278074,421.518
112.01,CONFIRMED,13.8516093,1399.989438,2.4997996,5650,1.13732,4.28867,11.6035,55.933639,-65.19378,302.448
1120.01,FALSE POSITIVE,13.3343,2561,1.66226,7301,1.64,4.23,10.4063,293.389272,-45.892667,386.323
1124.01,CANDIDATE,14.0061,1863,3.5187707,6690,1.49,4.24,7.2235,300.212928,-43.982529,75.7145
1125.01,CANDIDATE,4.1624907,3996.287792,0.7724825,8271,2.5027299,3.95,8.0465,298.287708,-46.369991,237.593
1126.01,FALSE POSITIVE,2.36498,1850,1.6268695,5034,0.73,4.64,10.3579,279.062469,-43.620606,97.8115
1128.01,FALSE POSITIVE,6.24633,660,13.5499,6209,1.63,4.09,9.7298,289.761799,-43.074223,222.529
1129.01,FALSE POSITIVE,19.9664,2653,4.43651,7101.9,2.32,3.91,8.7823,284.157959,-29.398357,247.414
113.01,CONFIRMED,14.201803,1270.187448,3.372877,6050,1.02,4.45061,12.1893,332.714337,-30.749719,448.637
1130.01,CONFIRMED,11.1424,588,8.34998,4236,0.74,4.52,10.1429,286.376004,-41.43764,58.2609
1130.02,CONFIRMED,3.7548333,772.378302,4.0686405,4236,0.741921,4.52,10.1429,286.376004,-41.43764,58.2609
1131.01,CANDIDATE,4.906408,3263.672181,0.5860366,5579,2.39803,3.67,9.2872,248.433545,61.718334,222.74
1132.01,FALSE POSITIVE,3.34528,2839,1.5502952,7851,1.86,4.17,9.2293,298.781281,54.781445,286.668
1133.01,FALSE POSITIVE,4.86242,2569,1.80709,6244,2.2,3.84,9.11458,294.824079,31.958037,233.369
1134.01,FALSE POSITIVE,18.1458,1141,18.6922101,6277,1.65,4.09,9.03609,290.02096,36.637774,170.732
1135.01,CONFIRMED,9.06883,1106,8.0277326,5962.7,1.15,4.38,9.02855,193.39637,85.129495,114.048
1136.01,CONFIRMED,5.58857,1393,12.5187279,5729,0.98,4.47,8.9361,192.184898,64.855276,84.5362
1136.02,CONFIRMED,2.51593,1087,6.2586065,5729,0.98,4.47,8.9361,192.184898,64.855276,84.5362
1136.03,CONFIRMED,2.71349,631,26.3208756,5729,0.98,4.47,8.9361,192.184898,64.855276,84.5362
1136.04,CONFIRMED,2.1597669,672.9826313,18.795547,5729,0.977727,4.47,8.9361,192.184898,64.855276,84.5362
1138.01,FALSE POSITIVE,6.23181,4731,0.64971,9994,2.59,4.02,8.90601,291.463084,25.189437,395.12
1139.01,CANDIDATE,11.3678,3715,4.4780798,7947,1.83,4.2,8.86193,304.034336,31.925687,238.726
114.01,CONFIRMED,10.5135877,1338.839265,3.2887898,5800,1.24175,4.28004,10.6103,63.374706,-69.226593,216.526
1141.01,FALSE POSITIVE,45.2204505,758.5937679,16.9487087,5894.7,1.1179,4.37,8.8523,247.534722,80.307766,97.3391
1142.01,FALSE POSITIVE,42.2321,2775,3.3686634,7518,2.68,3.82,8.64028,290.708965,56.615386,299.294
1143.01,FALSE POSITIVE,17.4989,1487,11.2071839,6152,2.24,3.84,8.63287,182.538652,77.352264,191.984
1144.01,CONFIRMED,5.29152,810,4.8878037,4757.3,0.76,4.56,8.5077,297.710176,48.081864,37.7647
1146.01,FALSE POSITIVE,6.1672487,5717.153248,0.660179,8598.7,2.62432,4.1,8.40386,292.286802,30.297329,411.307
1147.01,FALSE POSITIVE,49.1695,1129,10.9278415,6259,2.92,3.59,8.36544,266.962207,83.428826,218.258
1148.01,CONFIRMED,15.8043,1482,5.5514888,6403.9,1.55,4.16,7.9179,161.909027,71.655727,96.5173
115.01,CONFIRMED,10.5505922,970.6340996,4.7423709,5377,0.877585,4.42476,13.0417,6.70264,-56.316102,453.808
1150.01,CONFIRMED,20.3402421,3446.021057,1.4810903,9435,2.28773,4.11,7.58204,307.8599,39.938916,204.455
1151.01,CONFIRMED,21.2912,2084.333087,3.4741012,8894.8,1.62,4.38,7.55216,294.661413,31.2192,136.426
1153.01,CANDIDATE,9.86763,1293,6.0360758,6528.3,1.69,4.21,8.40534,182.691562,85.705076,147.134
1154.01,CANDIDATE,2.10208,642,21.745537,5704,0.93,4.51,9.3188,254.924043,64.699214,93.8819
1157.01,FALSE POSITIVE,35.7944,1074,13.0727479,5709.8,3.59,3.37,9.6043,144.341393,68.458705,432.113
116.01,CONFIRMED,11.9514993,1089.145817,2.7985802,4920,0.906655,4.49371,11.0443,357.846434,-70.152862,149.942
1165.01,CONFIRMED,14.688,1348,2.2552845,5787,0.96,4.5,9.76703,232.146641,66.35871,126.261
1166.01,FALSE POSITIVE,8.29008,3091,1.8824539,5900.4,1.13,4.39,9.7604,293.764981,37.53859,153.743
1168.01,FALSE POSITIVE,23.6019,1745,2.1358631,5969,1.5,4.17,10.381,301.710466,38.431023,274.162
117.01,CONFIRMED,16.4747611,1658.39152,3.5862962,5704.8,2.00441,3.84,11.7806,15.006077,-58.904724,603.955
1170.01,FALSE POSITIVE,29.3616,3751,1.8296155,7875,3.5,3.61,10.349,300.805115,52.040842,880.107
1171.01,FALSE POSITIVE,31.8624,1499,11.1876137,7266,2.05,4.06,10.3075,299.273862,35.988359,482.763
1173.01,CONFIRMED,9.39131,890,7.0643978,5429.6,0.96,4.44,10.2938,197.683097,70.768012,132.353
1174.01,CONFIRMED,2.35888,723,8.9534775,5029.5,0.76,4.61,10.2549,209.217175,68.618211,94.6375
1175.01,FALSE POSITIVE,5.55812,940,7.5022708,6229,1.27,4.31,10.2026,289.238688,31.323574,216.517
1176.01,CANDIDATE,12.4023108,1028.532029,14.0077666,6557.7,1.57435,4.18,10.1772,247.35668,71.505873,295.561
1177.01,FALSE POSITIVE,11.2371,5800,1.692892,9121.5,2.1,4.21,10.1617,297.30004,41.326844,602.899
1178.01,FALSE POSITIVE,2.35964,2045,2.6652007,4043.4,0.56,4.69,10.1358,279.101036,55.391781,36.7224
1179.01,CANDIDATE,8.67407,1715,1.2615323,4927.9,0.78,4.57,10.1313,187.055897,67.240043,86.444
118.01,CONFIRMED,4.44029,788,6.0344667,5586,1.05,4.36763,9.179,349.559266,-56.903986,94.1719
1180.01,CONFIRMED,3.00336,707,9.6867516,4738.1,0.73,4.59,10.112,214.555774,82.193764,72.0238
1181.01,CONFIRMED,16.7087,3037,2.1031647,6122,1.93,3.93,10.079,297.215817,64.354351,302.819
1184.01,CONFIRMED,2.35215,820,5.7484439,4534,0.69,4.61,9.9469,272.20452,60.678785,58.5946
1185.01,FALSE POSITIVE,10.3239,3534,1.1967018,5997,1.73,4,9.94025,297.459433,34.829667,246.798
1186.01,FALSE POSITIVE,17.6677,1218,11.2464616,6115.7,2.01,3.89,9.92402,251.633465,65.715035,294.85
1187.01,CANDIDATE,4.47229,1159,2.5941968,6389,1.4,4.26,9.9002,162.893176,81.322174,221.071
119.01,CANDIDATE,2.04482,1117,5.5411114,5332,0.82,4.56429,9.2789,99.238421,-58.016153,66.6187
119.02,CANDIDATE,1.79811,710,10.6917268,5332,0.82,4.56429,9.2789,99.238421,-58.016153,66.6187
1190.01,CANDIDATE,14.1288,1904,3.6950015,7106.7,1.63,4.2,9.80529,292.734132,59.403853,280.948
1191.01,FALSE POSITIVE,24.3218,1219,15.7335693,6800,2.21,3.91,9.7831,283.526697,37.720014,355.809
1194.01,CONFIRMED,8.76741,1052,2.3106428,5339.9,0.99,4.41,10.4782,167.821481,69.964775,149.667
1196.01,CANDIDATE,15.6557,1206,5.5376617,6689,2.06,3.96,10.4318,291.707693,17.808736,424.442
1197.01,CANDIDATE,16.2166,1937,4.5960377,7649,2.12,4.04,10.4247,293.26832,15.736136,405.634
1198.01,CONFIRMED,19.3662,2344,3.612771,8324,1.71,4.28,10.4219,304.800032,32.581045,470.878
1199.01,CONFIRMED,10.678,1182,3.6714717,5618,1.54,4.06,10.4221,166.880658,61.352572,248.427
1200.01,FALSE POSITIVE,6.4875,2345,0.8352406,6105,1.24,4.31,10.402,222.841424,82.952258,224.444
1201.01,CONFIRMED,2.2187585,639.9817426,2.4919771,3948,0.482388,4.68962,10.9473,42.2477,-14.537283,37.8871
1203.01,CONFIRMED,2.9641461,662.8890748,25.5195307,5742.22,1.17321,4.29,7.9995,168.226736,-34.406937,64.9943
1204.01,CANDIDATE,2.2402361,2222.614552,1.3812115,6711,1.7756799,4.06358,8.004,169.119109,-60.567675,106.505
1205.01,CANDIDATE,3.5905923,2954.822621,2.3922703,6090,4.1956,3.29864,8.3902,127.128017,-74.954728,309.932
1206.01,FALSE POSITIVE,1.881684,1999.379666,0.831542,5824,1.1512,4.438,8.6014,180.325704,-60.200439,1698.55
1207.01,CANDIDATE,0.9817044,1418.114438,2.6282553,6282,1.10743,4.37809,9.2397,116.594329,-64.056009,113.758
1208.01,CANDIDATE,1.7581475,1056.380055,3.4239436,5626,0.823019,4.56195,10.5924,30.508742,-83.227962,134.757
1208.02,CANDIDATE,2.5070075,716.2888325,10.983042,5626,0.823019,4.56195,10.5924,30.508742,-83.227962,134.757
1208.03,CANDIDATE,2.261664,610.6445415,17.726449,5626,0.823019,4.56195,10.5924,30.508742,-83.227962,134.757
1209.01,CANDIDATE,3.2352713,668.3063106,40.7199388,5914,1.55953,3.98,9.597,73.541918,-70.379109,173.833
121.01,CANDIDATE,15.3936,928,14.7741056,6053,1.23,4.3135,9.9358,331.867517,-41.815511,182.169
1210.01,FALSE POSITIVE,2.17454,368,79.3739596,5168.33,0.77,4.60584,11.1762,66.221959,-73.333516,144.133
1211.01,CANDIDATE,2.80447,562,18.1663644,5572.9,1.14,3.83,9.8135,31.178933,-73.126759,133.335
1212.01,CANDIDATE,2.5033335,429.5758177,105.5850893,5909.57,1.1142,4.26154,10.4016,87.874157,-70.991808,190.986
1213.01,FALSE POSITIVE,8.3475973,573.0537137,27.2149622,6270,0.989667,4.54537,10.6392,163.198824,-67.387472,161.33
1214.01,CANDIDATE,2.4311768,611.0168649,19.1807264,5262.4,0.937973,3.98,10.0329,285.049519,-84.448187,107.048
1215.01,CANDIDATE,0.879419,1092.125026,1.2124493,3751,0.518,4.75718,10.42,146.87585,-77.296816,34.6633
1216.01,CANDIDATE,0.8887417,694.0557871,4.5541831,4280,0.635812,4.61209,11.546,87.714849,-75.688563,99.5413
1217.01,CANDIDATE,12.5121956,1035.00054,41.4856125,6354,3.4868701,4.24472,9.6517,193.260548,-44.09936,463.223
1218.01,CANDIDATE,1.8971927,730.4597521,13.7738265,5455.96,1.01825,4.46737,10.3869,71.484109,-68.761805,135.689
1219.01,CANDIDATE,2.04421,2462,1.9142544,6734,1.59,4.18582,10.1207,72.332562,-67.368745,301.291
122.01,CONFIRMED,2.6347763,431.253644,5.0780325,3318,0.334125,4.9581,13.084,332.948236,-58.946085,62.118
1220.01,CANDIDATE,8.2807306,685.259664,70.3607265,6308,2.0982201,3.98679,9.5298,71.650779,-78.561605,273.698
1221.01,CONFIRMED,3.239855,399.0780255,91.6827832,5802,1.01814,4.44521,10.0564,107.921025,-65.508857,138.411
1222.01,CANDIDATE,2.7392825,994.4291411,10.1944993,6082,1.32661,4.33287,10.3014,99.224785,-63.079384,226.932
1223.01,FALSE POSITIVE,3.41248,1134.279147,14.64319,6516,2.04178,3.99366,9.3109,117.214876,-63.720125,237.7
1224.01,CONFIRMED,2.1023854,492.7241583,4.1782656,3442,0.404403,4.893,11.556,37.197836,-80.899105,37.3312
1224.02,CONFIRMED,3.3839124,303.1226876,17.9453645,3442,0.404403,4.893,11.556,37.197836,-80.899105,37.3312
1225.01,CANDIDATE,2.4586343,686.1495861,13.896396,5522.87,0.888163,4.67156,11.7582,97.166308,-64.596432,252.615
1225.02,CANDIDATE,2.3157186,820.6868999,8.1213102,5522.87,0.888163,4.67156,11.7582,97.166308,-64.596432,252.615
1226.01,CANDIDATE,2.329279,1123.439869,3.9287851,5668.15,0.986943,4.52573,11.5514,103.754836,-69.867129,257.93
1227.01,CONFIRMED,6.4522449,243.7718547,27.3613778,3050,0.44128,4.438,13.802,186.767363,-72.45185,100.641
1228.01,CONFIRMED,2.84674,1115,29.0497517,8208,1.8,4.25979,9.0963,107.843685,-68.83334,272.217
1229.01,CANDIDATE,21.6314984,672.8454841,31.8132264,6028.84,1.98893,3.96199,10.779,74.130396,-74.920333,254.584
123.01,CONFIRMED,24.9862,3184,3.3088922,6188,2.62,4.27166,7.87598,319.699588,-26.616374,161.498
1230.01,CONFIRMED,3.2396838,688.6094029,25.0571312,5696,1.15281,4.26563,9.6245,118.129594,-83.825063,143.138
1231.01,CONFIRMED,3.878568,122.2177444,24.2454967,3535,0.465271,4.84874,10.2565,156.74726,-52.467872,27.6227
1232.01,CANDIDATE,10.7048234,785.7055082,14.2545623,5739,1.09597,4.28235,11.7835,116.501399,-61.879794,328.604
1233.01,CONFIRMED,2.6231641,690.9961983,14.1758947,5723.87,0.864173,4.438,8.6522,186.574063,-51.363052,64.5978
1233.02,CONFIRMED,3.0026428,620.3638839,19.5901578,5723.87,0.864173,4.438,8.6522,186.574063,-51.363052,64.5978
1233.03,CONFIRMED,2.056748,910.1452592,6.2036219,5723.87,0.864173,4.438,8.6522,186.574063,-51.363052,64.5978
1233.04,CONFIRMED,1.553135,1072.065399,3.79589,5723.87,0.864173,4.438,8.6522,186.574063,-51.363052,64.5978
1234.01,FALSE POSITIVE,5.1936764,616.7174475,2.2645386,3443,0.411471,4.81617,13.7991,290.57223,26.319493,104.912
1235.01,CONFIRMED,2.00495,1086,3.4447015,3912,0.63,4.62642,9.91924,152.218255,69.27662,39.6345
1236.01,CONFIRMED,12.7529892,1077.414594,3.0300715,5242.82,0.857369,4.52404,11.0248,286.040876,36.632536,159.658
1237.01,CONFIRMED,4.96046,705,12.72038,6212,1.48,4.17664,10.2768,286.638391,39.487904,243.249
1237.02,CONFIRMED,2.9728283,1255.46077,6.238755,6212,1.47768,4.17664,10.2768,286.638391,39.487904,243.249
1238.01,CONFIRMED,2.5248559,700.5995436,3.2947689,3853,0.62326,4.63168,11.2582,201.382339,68.836068,70.7145
1238.02,CONFIRMED,1.2407226,1140.084569,0.7645807,3853,0.62326,4.63168,11.2582,201.382339,68.836068,70.7145
1239.01,CONFIRMED,4.6025162,640.0266601,12.6396982,5217,0.789425,4.59186,10.7192,158.011286,84.030377,126.903
124.01,CANDIDATE,21.2705,1785,1.8428078,5080,4.09,4.48159,11.1311,66.58263,-67.806354,809.252
1240.01,CONFIRMED,13.4646314,1758.399429,1.7208555,5832.83,1.33402,4.20893,13.8046,286.110305,43.680961,1086.24
1241.01,CANDIDATE,7.6126429,1654.298952,4.7802597,5826,2.3387201,3.7213,11.1634,289.73973,44.647347,546.522
1242.01,CANDIDATE,2.0605,1539,0.3814849,4255,0.71,4.55641,11.598,248.553295,60.195927,110.015
1243.01,CANDIDATE,2.1961507,519.9004855,4.6595169,3489,0.490729,4.74553,11.1966,135.732641,71.636416,43.1865
1244.01,CONFIRMED,2.2730301,699.0536347,6.4002807,4599,0.720551,4.58487,11.0157,256.279559,69.519093,102.551
1245.01,CANDIDATE,2.36747,572,4.8204512,3692,0.52,4.71598,12.1819,283.53553,69.633534,80.0982
